"_id","packet_id","src","dest","subject","message","language","read","type","msg_chat_type","buddy_id","contact_relate","date","msg_status","msg_type","msg_extend","attach_status","msg_sending_progress","user_flag","attachment_read","data1","data2","data3","data4","data5","data6","data7","data8","data9","data10"
"12","lpds1717119765119","7015739958917120","6391234104178680","","Tergantung lokasi, biasanya 150–200 ribuan","","0","1","0","","7015739958917120","1717119765843","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"13","H4E61717119806520","6391234104178680","7015739958917120","","Oke deh, aku yang booking ya","","1","2","0","","7015739958917120","1717119806520","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"14","wK451717119821375","7015739958917120","6391234104178680","","Iya, kirim bukti bookingnya aja nanti","","0","1","0","","7015739958917120","1717119822105","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"15","31u41717119966612","6391234104178680","7015739958917120","","Siap, pake kondom kan ya?","","1","2","0","","7015739958917120","1717119966612","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"16","19w01717119980889","7015739958917120","6391234104178680","","Wajib dong, biar aman dua-duanya","","0","1","0","","7015739958917120","1717119981654","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"17","367C1717120044718","6391234104178680","7015739958917120",""," Kondom kamu yang sediain?","","1","2","0","","7015739958917120","1717120044718","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"18","6h161717120090130","6391234104178680","7015739958917120",""," Iya, semua udah aku siapin kok","","1","2","0","","7015739958917120","1717120090130","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"19","76A31717120117874","7015739958917120","6391234104178680","","Oke, nanti aku transfer dulu ya tanda jadi","","0","1","0","","7015739958917120","1717120118643","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"20","609O1717120264856","6391234104178680","7015739958917120",""," Boleh, nanti aku kirim nomor rekeningnya ya","","1","2","0","","7015739958917120","1717120264856","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"21","598V1717120310597","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120311402","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"22","751q1717120346202","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120346202","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"23","Q0Km1717120362848","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120363600","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"24","42Hz1717120387689","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120387689","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"25","3Ij21717120406470","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120406470","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"26","66Rx1717120415765","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120416498","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"27","834s1717120433049","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120433850","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"28","33e81717120484765","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120484765","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"29","BW931717120497766","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120498564","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"30","WQdl1717120529299","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120530040","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"31","sJsi1717120547782","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120548533","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"32","3N9E1717120591897","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120591897","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"33","68cK1717120607155","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120607919","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"34","G95o1717120632078","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120632078","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"35","P0Iv1717120641355","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120642069","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"36","I64A1717120673906","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120674677","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"37","yciU1717120711994","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120711994","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"38","2O431717120837370","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120838134","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"39","75p41717120925372","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120925372","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"40","703P1717120971787","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717120971787","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"41","5r7t1717120978342","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717120979115","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"42","128F1717121002125","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717121002900","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"43","4LE41717121055413","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717121055413","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"44","9.6011717121066E+16","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717121066451","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"45","qrC11717121085159","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717121085919","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"46","9J6x1717121101384","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717121101384","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"47","17Md1717121108444","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717121109158","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"48","H53f1717121130318","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717121130318","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"49","h4wl1717121153508","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717121153508","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"50","s93G1717121165511","7015739958917120","6391234104178680","","","","0","1","0","","7015739958917120","1717121166286","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"51","e0711717121187162","6391234104178680","7015739958917120","","","","1","2","0","","7015739958917120","1717121187162","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
